txn_id,txn_type,order_id,captured_at,amount,settlement_id,settled_at
tax_001643,tax,,2026-09-21T00:00:00,-26077,setl_00130,2026-09-21
pay_001644,payment,ORD-004854,2026-09-20T13:22:35,3002700,setl_00131,2026-09-24
pay_001645,payment,ORD-004855,2026-09-22T18:05:49,2880100,setl_00131,2026-09-24
pay_001646,payment,ORD-004856,2026-09-23T08:17:09,1665100,setl_00131,2026-09-24
fee_001647,fee,,2026-09-24T00:00:00,-178130,setl_00131,2026-09-24
tax_001648,tax,,2026-09-24T00:00:00,-32063,setl_00131,2026-09-24
pay_001649,payment,ORD-004857,2026-09-25T08:00:19,2413800,setl_00132,2026-09-26
pay_001650,payment,ORD-004858,2026-09-23T09:08:05,2408700,setl_00132,2026-09-26
pay_001651,payment,ORD-004859,2026-09-22T19:06:01,2874400,setl_00132,2026-09-26
fee_001652,fee,,2026-09-26T00:00:00,-181646,setl_00132,2026-09-26
tax_001653,tax,,2026-09-26T00:00:00,-32696,setl_00132,2026-09-26
pay_001654,payment,ORD-004860,2026-09-24T18:00:18,3969300,setl_00133,2026-09-27
pay_001655,payment,ORD-004861,2026-09-26T13:36:33,2591400,setl_00133,2026-09-27
pay_001656,payment,ORD-004862,2026-09-23T11:08:17,4541200,setl_00133,2026-09-27
pay_001657,payment,ORD-004863,2026-09-23T10:04:10,1809000,setl_00133,2026-09-27
pay_001658,payment,ORD-004864,2026-09-23T15:30:50,1858500,setl_00133,2026-09-27
pay_001659,payment,ORD-004865,2026-09-24T13:46:40,2416600,setl_00133,2026-09-27
fee_001660,fee,,2026-09-27T00:00:00,-405589,setl_00133,2026-09-27
tax_001661,tax,,2026-09-27T00:00:00,-73006,setl_00133,2026-09-27
pay_001662,payment,ORD-004866,2026-09-27T18:21:53,2046600,setl_00134,2026-09-28
pay_001663,payment,ORD-004867,2026-09-24T16:27:52,2209600,setl_00134,2026-09-28
fee_001664,fee,,2026-09-28T00:00:00,-100446,setl_00134,2026-09-28
tax_001665,tax,,2026-09-28T00:00:00,-18080,setl_00134,2026-09-28
pay_001666,payment,ORD-004868,2026-09-28T11:25:20,3189200,setl_00135,2026-10-01
pay_001667,payment,ORD-004869,2026-09-27T13:20:24,4866000,setl_00135,2026-10-01
fee_001668,fee,,2026-10-01T00:00:00,-190102,setl_00135,2026-10-01
tax_001669,tax,,2026-10-01T00:00:00,-34218,setl_00135,2026-10-01
pay_001670,payment,ORD-004870,2026-09-30T06:46:29,1359400,setl_00136,2026-10-02
pay_001671,payment,ORD-004871,2026-09-29T08:52:54,2923400,setl_00136,2026-10-02
pay_001672,payment,ORD-004872,2026-09-28T10:40:19,4460400,setl_00136,2026-10-02
pay_001673,payment,ORD-004873,2026-09-30T19:50:24,1705900,setl_00136,2026-10-02
pay_001674,payment,ORD-004874,2026-09-28T18:34:32,2993000,setl_00136,2026-10-02
pay_001675,payment,ORD-004875,2026-10-01T17:44:57,3612800,setl_00136,2026-10-02
fee_001676,fee,,2026-10-02T00:00:00,-402495,setl_00136,2026-10-02
tax_001677,tax,,2026-10-02T00:00:00,-72449,setl_00136,2026-10-02
pay_001678,payment,ORD-004876,2026-10-02T18:48:21,1140100,setl_00137,2026-10-03
pay_001679,payment,ORD-004877,2026-10-02T09:16:14,744300,setl_00137,2026-10-03
pay_001680,payment,ORD-004878,2026-10-01T20:23:25,4944500,setl_00137,2026-10-03
fee_001681,fee,,2026-10-03T00:00:00,-161162,setl_00137,2026-10-03
tax_001682,tax,,2026-10-03T00:00:00,-29009,setl_00137,2026-10-03
pay_001683,payment,ORD-004879,2026-01-05T19:58:05,1121200,setl_00138,2026-01-08
pay_001684,payment,ORD-004880,2026-01-06T17:19:21,1121200,setl_00138,2026-01-08
pay_001685,payment,ORD-004881,2026-01-04T17:30:06,1121200,setl_00138,2026-01-08
pay_001686,payment,ORD-004882,2026-01-04T16:04:19,1121200,setl_00138,2026-01-08
fee_001687,fee,,2026-01-08T00:00:00,-105841,setl_00138,2026-01-08
tax_001688,tax,,2026-01-08T00:00:00,-19051,setl_00138,2026-01-08
pay_001689,payment,ORD-004883,2026-10-04T13:33:11,4487700,setl_00139,2026-10-06
fee_001690,fee,,2026-10-06T00:00:00,-105909,setl_00139,2026-10-06
tax_001691,tax,,2026-10-06T00:00:00,-19063,setl_00139,2026-10-06
pay_001692,payment,ORD-004884,2026-10-04T11:11:40,1569400,setl_00140,2026-10-08
pay_001693,payment,ORD-004885,2026-10-07T12:28:37,2642400,setl_00140,2026-10-08
pay_001694,payment,ORD-004886,2026-10-07T12:13:17,2598200,setl_00140,2026-10-08
pay_001695,payment,ORD-004887,2026-10-07T11:23:20,3833700,setl_00140,2026-10-08
fee_001696,fee,,2026-10-08T00:00:00,-251191,setl_00140,2026-10-08
tax_001697,tax,,2026-10-08T00:00:00,-45214,setl_00140,2026-10-08
pay_001698,payment,ORD-004888,2026-10-07T18:39:25,3508400,setl_00141,2026-10-10
pay_001699,payment,ORD-004889,2026-10-07T20:39:11,2330100,setl_00141,2026-10-10
pay_001700,payment,ORD-004890,2026-10-09T10:20:07,4077000,setl_00141,2026-10-10
pay_001701,payment,ORD-004891,2026-10-09T11:23:44,2051300,setl_00141,2026-10-10
fee_001702,fee,,2026-10-10T00:00:00,-282416,setl_00141,2026-10-10
tax_001703,tax,,2026-10-10T00:00:00,-50834,setl_00141,2026-10-10
pay_001704,payment,ORD-004892,2026-10-09T19:11:31,3817000,setl_00142,2026-10-13
pay_001705,payment,ORD-004893,2026-10-11T11:31:18,4594400,setl_00142,2026-10-13
fee_001706,fee,,2026-10-13T00:00:00,-198509,setl_00142,2026-10-13
tax_001707,tax,,2026-10-13T00:00:00,-35731,setl_00142,2026-10-13
pay_001708,payment,ORD-004894,2026-10-12T06:31:08,401300,setl_00143,2026-10-15
pay_001709,payment,ORD-004895,2026-10-11T19:43:31,2566200,setl_00143,2026-10-15
pay_001710,payment,ORD-004896,2026-10-11T21:10:05,4703900,setl_00143,2026-10-15
pay_001711,payment,ORD-004897,2026-10-12T07:17:14,1495200,setl_00143,2026-10-15
pay_001712,payment,ORD-004898,2026-10-13T20:36:47,1941800,setl_00143,2026-10-15
pay_001713,payment,ORD-004899,2026-10-14T09:17:49,3652600,setl_00143,2026-10-15
fee_001714,fee,,2026-10-15T00:00:00,-348359,setl_00143,2026-10-15
tax_001715,tax,,2026-10-15T00:00:00,-62704,setl_00143,2026-10-15
pay_001716,payment,ORD-004900,2026-10-14T19:06:47,3630500,setl_00144,2026-10-16
pay_001717,payment,ORD-004901,2026-10-15T20:16:22,2001000,setl_00144,2026-10-16
pay_001718,payment,ORD-004902,2026-10-15T13:13:51,2927400,setl_00144,2026-10-16
pay_001719,payment,ORD-004903,2026-10-12T11:39:08,4707900,setl_00144,2026-10-16
fee_001720,fee,,2026-10-16T00:00:00,-313096,setl_00144,2026-10-16
tax_001721,tax,,2026-10-16T00:00:00,-56357,setl_00144,2026-10-16
pay_001722,payment,ORD-004904,2026-10-16T11:20:45,3538300,setl_00145,2026-10-19
pay_001723,payment,ORD-004905,2026-10-16T09:08:48,1946100,setl_00145,2026-10-19
pay_001724,payment,ORD-004906,2026-10-16T10:44:55,438500,setl_00145,2026-10-19
fee_001725,fee,,2026-10-19T00:00:00,-139780,setl_00145,2026-10-19
tax_001726,tax,,2026-10-19T00:00:00,-25160,setl_00145,2026-10-19
pay_001727,payment,,2026-10-18T21:09:36,1672300,setl_00146,2026-10-22
pay_001728,payment,ORD-004908,2026-10-18T18:28:04,4164400,setl_00146,2026-10-22
pay_001729,payment,ORD-004909,2026-10-19T17:29:31,2690100,setl_00146,2026-10-22
fee_001730,fee,,2026-10-22T00:00:00,-201232,setl_00146,2026-10-22
tax_001731,tax,,2026-10-22T00:00:00,-36221,setl_00146,2026-10-22
pay_001732,payment,ORD-004910,2026-10-20T08:50:34,4210400,setl_00147,2026-10-23
pay_001733,payment,ORD-004911,2026-10-19T12:31:17,1477500,setl_00147,2026-10-23
pay_001734,payment,ORD-004912,2026-10-20T10:36:54,1908500,setl_00147,2026-10-23
pay_001735,payment,ORD-004913,2026-10-22T07:06:40,2302700,setl_00147,2026-10-23
fee_001736,fee,,2026-10-23T00:00:00,-233618,setl_00147,2026-10-23
tax_001737,tax,,2026-10-23T00:00:00,-42051,setl_00147,2026-10-23
pay_001738,payment,ORD-004914,2026-10-23T19:12:44,3041800,setl_00148,2026-10-24
pay_001739,payment,ORD-004915,2026-10-21T11:55:59,4309800,setl_00148,2026-10-24
pay_001740,payment,ORD-004916,2026-10-21T14:05:23,661700,setl_00148,2026-10-24
pay_001741,payment,ORD-004917,2026-10-20T15:46:44,389300,setl_00148,2026-10-24
fee_001742,fee,,2026-10-24T00:00:00,-198301,setl_00148,2026-10-24
tax_001743,tax,,2026-10-24T00:00:00,-35694,setl_00148,2026-10-24
pay_001744,payment,,2026-10-23T21:04:08,57100,setl_00149,2026-10-25
fee_001745,fee,,2026-10-25T00:00:00,-1347,setl_00149,2026-10-25
tax_001746,tax,,2026-10-25T00:00:00,-242,setl_00149,2026-10-25
pay_001747,payment,ORD-004919,2026-10-22T10:30:04,840300,setl_00150,2026-10-26
pay_001748,payment,ORD-004920,2026-10-25T09:06:20,2560400,setl_00150,2026-10-26
pay_001749,payment,ORD-004921,2026-10-24T18:49:52,2011100,setl_00150,2026-10-26
fee_001750,fee,,2026-10-26T00:00:00,-127718,setl_00150,2026-10-26
tax_001751,tax,,2026-10-26T00:00:00,-22989,setl_00150,2026-10-26
pay_001752,payment,ORD-004922,2026-10-27T20:22:46,105500,setl_00151,2026-10-29
pay_001753,payment,ORD-004923,2026-10-27T19:39:43,4166100,setl_00151,2026-10-29
pay_001754,payment,ORD-004924,2026-10-28T09:08:48,1473700,setl_00151,2026-10-29
pay_001755,payment,ORD-004925,2026-10-25T17:27:20,3913800,setl_00151,2026-10-29
pay_001756,payment,ORD-004926,2026-10-26T08:15:35,1673800,setl_00151,2026-10-29
pay_001757,payment,ORD-004927,2026-10-28T15:13:33,4575100,setl_00151,2026-10-29
fee_001758,fee,,2026-10-29T00:00:00,-375428,setl_00151,2026-10-29
tax_001759,tax,,2026-10-29T00:00:00,-67577,setl_00151,2026-10-29
pay_001760,payment,ORD-004928,2026-10-30T13:31:24,4284700,setl_00152,2026-10-31
pay_001761,payment,ORD-004929,2026-10-27T08:33:56,1629900,setl_00152,2026-10-31
pay_001762,payment,ORD-004930,2026-10-28T10:24:55,2416400,setl_00152,2026-10-31
fee_001763,fee,,2026-10-31T00:00:00,-196611,setl_00152,2026-10-31
tax_001764,tax,,2026-10-31T00:00:00,-35389,setl_00152,2026-10-31
pay_001765,payment,ORD-004931,2026-11-02T06:37:04,3136800,setl_00153,2026-11-03
pay_001766,payment,ORD-004932,2026-11-01T07:59:03,1768200,setl_00153,2026-11-03
fee_001767,fee,,2026-11-03T00:00:00,-115758,setl_00153,2026-11-03
tax_001768,tax,,2026-11-03T00:00:00,-20836,setl_00153,2026-11-03
pay_001769,payment,ORD-004933,2026-11-02T18:05:40,2772500,setl_00154,2026-11-06
pay_001770,payment,ORD-004934,2026-11-04T14:05:19,3573500,setl_00154,2026-11-06
pay_001771,payment,ORD-004935,2026-11-04T10:34:20,3400800,setl_00154,2026-11-06
pay_001772,payment,ORD-004936,2026-11-05T15:44:27,3893200,setl_00154,2026-11-06
pay_001773,payment,ORD-004937,2026-11-04T08:59:27,429400,setl_00154,2026-11-06
fee_001774,fee,,2026-11-06T00:00:00,-332037,setl_00154,2026-11-06
tax_001775,tax,,2026-11-06T00:00:00,-59766,setl_00154,2026-11-06
pay_001776,payment,ORD-004938,2026-11-07T09:00:45,2076900,setl_00155,2026-11-09
fee_001777,fee,,2026-11-09T00:00:00,-49014,setl_00155,2026-11-09
tax_001778,tax,,2026-11-09T00:00:00,-8822,setl_00155,2026-11-09
pay_001779,payment,ORD-004939,2026-11-08T11:23:08,3477500,setl_00156,2026-11-11
pay_001780,payment,ORD-004940,2026-11-10T06:21:51,4853300,setl_00156,2026-11-11
pay_001781,payment,ORD-004941,2026-11-10T14:45:36,1832400,setl_00156,2026-11-11
fee_001782,fee,,2026-11-11T00:00:00,-239851,setl_00156,2026-11-11
tax_001783,tax,,2026-11-11T00:00:00,-43173,setl_00156,2026-11-11
pay_001784,payment,ORD-004942,2026-11-10T11:23:10,413300,setl_00157,2026-11-14
pay_001785,payment,ORD-004943,2026-11-13T13:47:32,724300,setl_00157,2026-11-14
pay_001786,payment,ORD-004944,2026-11-13T13:02:30,338600,setl_00157,2026-11-14
fee_001787,fee,,2026-11-14T00:00:00,-34838,setl_00157,2026-11-14
tax_001788,tax,,2026-11-14T00:00:00,-6270,setl_00157,2026-11-14
pay_001789,payment,,2026-11-11T13:20:15,3673200,setl_00158,2026-11-15
fee_001790,fee,,2026-11-15T00:00:00,-86687,setl_00158,2026-11-15
tax_001791,tax,,2026-11-15T00:00:00,-15603,setl_00158,2026-11-15
pay_001792,payment,ORD-004946,2026-11-15T07:11:14,2493200,setl_00159,2026-11-16
pay_001793,payment,ORD-004947,2026-11-12T08:56:29,350900,setl_00159,2026-11-16
pay_001794,payment,ORD-004948,2026-11-13T08:35:29,2086100,setl_00159,2026-11-16
pay_001795,payment,ORD-004949,2026-11-14T15:36:50,2467700,setl_00159,2026-11-16
pay_001796,payment,ORD-004950,2026-11-14T20:23:37,4896800,setl_00159,2026-11-16
pay_001797,payment,ORD-004951,2026-11-14T10:00:59,1330700,setl_00159,2026-11-16
fee_001798,fee,,2026-11-16T00:00:00,-321559,setl_00159,2026-11-16
tax_001799,tax,,2026-11-16T00:00:00,-57880,setl_00159,2026-11-16
pay_001800,payment,ORD-004952,2026-11-15T16:00:48,4541800,setl_00160,2026-11-16
pay_001801,payment,ORD-004953,2026-11-13T09:13:33,4541800,setl_00160,2026-11-16
pay_001802,payment,ORD-004954,2026-11-12T07:09:45,4541800,setl_00160,2026-11-16
fee_001803,fee,,2026-11-16T00:00:00,-321559,setl_00160,2026-11-16
tax_001804,tax,,2026-11-16T00:00:00,-57880,setl_00160,2026-11-16
pay_001805,payment,ORD-004955,2026-11-17T20:47:05,2757000,setl_00161,2026-11-20
pay_001806,payment,ORD-004956,2026-11-18T18:04:37,3362300,setl_00161,2026-11-20
pay_001807,payment,ORD-004957,2026-11-18T13:18:16,2900700,setl_00161,2026-11-20
pay_001808,payment,ORD-004958,2026-11-17T16:28:17,2625200,setl_00161,2026-11-20
pay_001809,payment,ORD-004959,2026-11-18T10:49:49,539400,setl_00161,2026-11-20
fee_001810,fee,,2026-11-20T00:00:00,-287556,setl_00161,2026-11-20
tax_001811,tax,,2026-11-20T00:00:00,-51760,setl_00161,2026-11-20
pay_001812,payment,ORD-004960,2026-11-18T19:07:34,3104300,setl_00162,2026-11-21
pay_001813,payment,ORD-004961,2026-11-17T15:29:16,1410700,setl_00162,2026-11-21
pay_001814,payment,ORD-004962,2026-11-19T15:52:45,642500,setl_00162,2026-11-21
pay_001815,payment,ORD-004963,2026-11-18T10:05:45,1459100,setl_00162,2026-11-21
fee_001816,fee,,2026-11-21T00:00:00,-156151,setl_00162,2026-11-21
tax_001817,tax,,2026-11-21T00:00:00,-28107,setl_00162,2026-11-21
pay_001818,payment,ORD-004964,2026-11-21T14:52:11,4487900,setl_00163,2026-11-24
fee_001819,fee,,2026-11-24T00:00:00,-105914,setl_00163,2026-11-24
tax_001820,tax,,2026-11-24T00:00:00,-19064,setl_00163,2026-11-24
pay_001821,payment,ORD-004965,2026-11-26T20:06:51,1687400,setl_00164,2026-11-27
pay_001822,payment,ORD-004966,2026-11-26T07:53:49,845900,setl_00164,2026-11-27
pay_001823,payment,ORD-004967,2026-11-25T18:23:43,906600,setl_00164,2026-11-27
pay_001824,payment,ORD-004968,2026-11-24T08:01:04,3866300,setl_00164,2026-11-27
pay_001825,payment,ORD-004969,2026-11-23T10:05:57,4283500,setl_00164,2026-11-27
fee_001826,fee,,2026-11-27T00:00:00,-273516,setl_00164,2026-11-27
tax_001827,tax,,2026-11-27T00:00:00,-49232,setl_00164,2026-11-27
pay_001828,payment,ORD-004970,2026-11-25T18:31:01,1150900,setl_00165,2026-11-29
fee_001829,fee,,2026-11-29T00:00:00,-27161,setl_00165,2026-11-29
tax_001830,tax,,2026-11-29T00:00:00,-4888,setl_00165,2026-11-29
pay_001831,payment,ORD-004971,2026-11-28T14:28:56,1276500,setl_00166,2026-12-01
fee_001832,fee,,2026-12-01T00:00:00,-30125,setl_00166,2026-12-01
tax_001833,tax,,2026-12-01T00:00:00,-5422,setl_00166,2026-12-01
rfnd_001834,refund,ORD-004627,2026-06-04T13:12:41,-1571600,setl_00075,2026-06-05
pay_001835,payment,ORD-004885,2026-10-07T12:28:37,2642400,setl_00140,2026-10-08
cb_001836,chargeback,ORD-001001,2026-07-22T15:50:31,-56700,setl_00102,2026-07-26
rfnd_001837,refund,ORD-004716,2026-07-30T09:06:15,-2863000,setl_00104,2026-07-31
pay_001838,payment,ORD-004679,2026-05-19T18:45:40,2101600,setl_00069,2026-05-23
cb_001839,chargeback,ORD-001002,2026-08-24T09:15:37,-56300,setl_00117,2026-08-26
rfnd_001840,refund,ORD-004475,2026-05-24T07:21:58,-92500,setl_00070,2026-05-25
pay_001841,payment,ORD-004663,2026-05-13T08:27:06,647800,setl_00063,2026-05-14
cb_001842,chargeback,ORD-001003,2026-02-14T16:45:58,-22200,setl_00022,2026-02-16
rfnd_001843,refund,ORD-004537,2026-03-05T17:20:11,-4133900,setl_00031,2026-03-06
pay_001844,payment,ORD-004851,2026-09-15T11:36:15,554200,setl_00129,2026-09-18
cb_001845,chargeback,ORD-001004,2026-03-20T20:11:24,-88100,setl_00041,2026-03-25
rfnd_001846,refund,ORD-004675,2026-05-25T17:36:06,-1906200,setl_00071,2026-05-26
pay_001847,payment,ORD-004773,2026-07-24T19:37:19,4465800,setl_00101,2026-07-25
cb_001848,chargeback,ORD-001005,2026-04-16T09:40:56,-55500,setl_00052,2026-04-19
pay_001849,payment,ORD-004714,2026-06-21T07:15:26,2023600,,
pay_001850,payment,ORD-004761,2026-07-15T21:32:29,1294000,setl_00097,2026-07-17
pay_001851,payment,ORD-004964,2026-11-21T14:52:11,4487900,,
pay_001852,payment,ORD-004542,2026-02-20T08:52:48,3428000,,
pay_001853,payment,ORD-004840,2026-09-07T06:01:33,3665200,setl_00126,2026-09-11
